name_list,location_list,price_list,built_year_list,floor_list,bedroom_list,bathroom_list,area_list,distance_to_transport_list,facilities_list
ทองหล่อ ทาวเวอร์ คอนโดมิเนียม,"ทองหล่อ, กรุงเทพ","฿3,300,000",สร้างเสร็จในปี 1995ตู้เย็นอ่างอาบน้ำตู้เสื้อผ้าวอล์คอิน,16,1 ห้องนอน,1 ห้องน้ำ,49 ม.2,1400 ม. จาก BTS ทองหล่อ,"['สระว่ายน้ำ', 'สวน', 'กล้องวงจรปิด', 'ระบบรักษาความปลอดภัย 24 ชม.', 'ลานจอดรถในร่ม', 'ฟิตเนส', 'สถานออกกำลังกาย']"
คอนโด Silom Suite Condominium 1 นอน วิวดี ใกล้ BTS ช่องนนทรี,"สีลม, กรุงเทพ","฿5,129,500",สร้างเสร็จในปี 2014ตู้เย็นไมโครเวฟเตาไฟฟ้าอ่างอาบน้ำระเบียงทีวี,31,1 ห้องนอน,1 ห้องน้ำ,37.94 ม.2,370 ม. จาก BTS ช่องนนทรี,"['สระว่ายน้ำ', 'สวน', 'เตาบาร์บีคิว', 'กล้องวงจรปิด', 'ระบบรักษาความปลอดภัย 24 ชม.', 'ฟิตเนส', 'ลานจอดรถในร่ม']"
เดอะ เครสท์ สุขุมวิท 34,"พร้อมพงษ์, กรุงเทพ","฿12,960,000",สร้างเสร็จในปี 2014,12A,1 ห้องนอน,1 ห้องน้ำ,54.25 ม.2,250 ม. จาก BTS ทองหล่อ,"['ลานจอดรถในร่ม', 'ห้องสมุด', 'สระว่ายน้ำ', 'กล้องวงจรปิด', 'ระบบรักษาความปลอดภัย 24 ชม.', 'สถานออกกำลังกาย']"
ไลฟ์ อโศก,"ห้วยขวาง, กรุงเทพ","฿5,162,000",สร้างเสร็จในปี 2018,31,1 ห้องนอน,1 ห้องน้ำ,29 ม.2,20 ม. จาก MRT เพชรบุรี,"['ลานจอดรถในร่ม', 'สระว่ายน้ำ', 'กล้องวงจรปิด', 'สถานออกกำลังกาย', 'ศาลา', 'ระบบรักษาความปลอดภัย 24 ชม.', 'สกายเลานจ์']"
รีเจ้นท์ โฮม 19 สุขุมวิท 93,"บางจาก, กรุงเทพ","฿3,260,000",สร้างเสร็จในปี 2013,3,2 ห้องนอน,2 ห้องน้ำ,62 ม.2,510 ม. จาก BTS บางจาก,"['สระว่ายน้ำ', 'ลานจอดรถ', 'กล้องวงจรปิด', 'สวน', 'ระบบรักษาความปลอดภัย 24 ชม.', 'สถานออกกำลังกาย']"
ศรีบำเพ็ญ คอนโด โฮม,"ช่องนนทรี, กรุงเทพ","฿12,000,000",สร้างเสร็จในปี 2014ตู้เย็นไมโครเวฟเตาไฟฟ้าทีวี,4,2 ห้องนอน,2 ห้องน้ำ,62 ม.2,590 ม. จาก MRT คลองเตย,"['สระว่ายน้ำ', 'สวน', 'สนามเด็กเล่น', 'กล้องวงจรปิด', 'ระบบรักษาความปลอดภัย 24 ชม.', 'ฟิตเนส', 'ลานจอดรถในร่ม']"
ริทึ่ม สุขุมวิท 42,"สุขุมวิท, กรุงเทพ","฿8,925,000",สร้างเสร็จในปี 2016ตู้เย็นไมโครเวฟเตาไฟฟ้าระเบียงทีวี,33,1 ห้องนอน,1 ห้องน้ำ,45 ม.2,220 ม. จาก BTS เอกมัย,"['สระว่ายน้ำ', 'เซาว์น่า', 'สวน', 'กล้องวงจรปิด', 'ระบบรักษาความปลอดภัย 24 ชม.', 'ลานจอดรถในร่ม', 'ลานจอดรถ', 'สถานออกกำลังกาย', 'ฟิตเนส', 'ห้องอบไอน้ำ']"
เดอะบรีส นราธิวาส พระราม 3,"ถนนนราธิวาสราชนครินทร์, กรุงเทพ","฿10,000,000",สร้างเสร็จในปี 2013ตู้เย็นไมโครเวฟเตาไฟฟ้าระเบียงทีวี,30,2 ห้องนอน,2 ห้องน้ำ,71 ม.2,,"['สระว่ายน้ำ', 'สวน', 'เตาบาร์บีคิว', 'กล้องวงจรปิด', 'ระบบรักษาความปลอดภัย 24 ชม.', 'ลานจอดรถในร่ม', 'ฟิตเนส', 'ลานจอดรถ', 'ฟิตเนส', 'สถานออกกำลังกาย']"
คอนโด โนเบิล อราวน์ สุขุมวิท 33,"พร้อมพงษ์, กรุงเทพ","฿6,300,000",สร้างเสร็จในปี 2020,14,1 ห้องนอน,1 ห้องน้ำ,27 ม.2,610 ม. จาก BTS พร้อมพงษ์,"['ลานจอดรถในร่ม', 'สระว่ายน้ำ', 'ฟิตเนส', 'กล้องวงจรปิด', 'สถานออกกำลังกาย', 'ห้องอบไอน้ำ', 'ศาลา', 'ลานจอดรถใต้ดิน', 'ระบบรักษาความปลอดภัย 24 ชม.', 'สกายเลานจ์']"
เดอะ เครสท์ สุขุมวิท 34,"พร้อมพงษ์, กรุงเทพ","฿12,000,000",สร้างเสร็จในปี 2014,7,1 ห้องนอน,1 ห้องน้ำ,53 ม.2,260 ม. จาก BTS ทองหล่อ,"['ลานจอดรถในร่ม', 'ห้องสมุด', 'สระว่ายน้ำ', 'กล้องวงจรปิด', 'ระบบรักษาความปลอดภัย 24 ชม.', 'สถานออกกำลังกาย']"
เดอะ ลิ้งค์ สุขุมวิท 64 สุขุมวิท,"บางจาก, กรุงเทพ","฿5,500,000",สร้างเสร็จในปี 2014ตู้เย็นไมโครเวฟทีวี,2,2 ห้องนอน,2 ห้องน้ำ,69 ม.2,480 ม. จาก BTS ปุณณวิถี,"['สระว่ายน้ำ', 'สวน', 'เตาบาร์บีคิว', 'กล้องวงจรปิด', 'ระบบรักษาความปลอดภัย 24 ชม.', 'ลานจอดรถในร่ม', 'ฟิตเนส', 'ลานจอดรถ', 'ฟิตเนส', 'สถานออกกำลังกาย']"
ไอดีโอ เวิร์ฟ สุขุมวิท,"พระโขนงเหนือ, กรุงเทพ","฿6,300,000",สร้างเสร็จในปี 2011,16,2 ห้องนอน,1 ห้องน้ำ,45 ม.2,70 ม. จาก BTS อ่อนนุช,"['ลานจอดรถในร่ม', 'สระว่ายน้ำ', 'กล้องวงจรปิด', 'ระบบรักษาความปลอดภัย 24 ชม.', 'สถานออกกำลังกาย']"
ไอดีโอ จรัญฯ 70 ริเวอร์วิว,"บางพลัด, กรุงเทพ","฿3,000,000",ทีวี,8,2 ห้องนอน,1 ห้องน้ำ,34.5 ม.2,380 ม. จาก MRT บางพลัด,"['สระว่ายน้ำ', 'เซาว์น่า', 'สวน', 'สนามเด็กเล่น', 'เตาบาร์บีคิว', 'กล้องวงจรปิด', 'ระบบรักษาความปลอดภัย 24 ชม.', 'ลานจอดรถในร่ม', 'ฟิตเนส', 'ลานจอดรถ']"
เดอะ ไลน์ สุขุมวิท 101,"บางจาก, กรุงเทพ","฿6,800,000",สร้างเสร็จในปี 2020ตู้เย็นไมโครเวฟเตาไฟฟ้าระเบียง,12,1 ห้องนอน,1 ห้องน้ำ,33 ม.2,180 ม. จาก BTS ปุณณวิถี,"['ลู่วิ่ง', 'สระว่ายน้ำ', 'เซาว์น่า', 'สวน', 'สนามเด็กเล่น', 'เตาบาร์บีคิว', 'กล้องวงจรปิด', 'ระบบรักษาความปลอดภัย 24 ชม.', 'ห้องซักรีด', 'บริการรถรับส่ง', 'ฟิตเนส', 'ลานจอดรถในร่ม']"
ไอดีโอ สุขุมวิท 93,"บางจาก, กรุงเทพ","฿8,230,000",สร้างเสร็จในปี 2018,29,2 ห้องนอน,2 ห้องน้ำ,53 ม.2,180 ม. จาก BTS บางจาก,"['สระว่ายน้ำ', 'ลานจอดรถ', 'กล้องวงจรปิด', 'สถานออกกำลังกาย', 'ห้องอบไอน้ำ', 'ลานจอดรถกลางแจ้ง', 'ระบบรักษาความปลอดภัย 24 ชม.', 'สนามบาสเกตบอล']"
คอนโด 1 นอน ห้องสวย ใกล้ BTS อารีย์,"อารีย์, กรุงเทพ","฿4,998,055",,4,1 ห้องนอน,1 ห้องน้ำ,37.91 ม.2,370 ม. จาก BTS อารีย์,
วิช ซิกเนเจอร์ มิดทาวน์ สยาม,"เพชรรามา, กรุงเทพ","฿8,900,000",สร้างเสร็จในปี 2017,,1 ห้องนอน,1 ห้องน้ำ,35 ม.2,340 ม. จาก BTS ราชเทวี,"['สระว่ายน้ำ', 'กล้องวงจรปิด', 'ระบบรักษาความปลอดภัย 24 ชม.', 'ลานจอดรถในร่ม', 'ห้องสมุด', 'เซาว์น่า', 'สถานออกกำลังกาย', 'หอประชุม', 'ฟิตเนส', 'สกายเลานจ์']"
